epoch,train_loss,val_loss,train_ci,val_ci
79,2.341047591496008,2.716715455055237,"tensor(0.6290, device='cuda:0')","tensor(0.6399, device='cuda:0')"
80,2.352245160335086,2.716592182715734,"tensor(0.6262, device='cuda:0')","tensor(0.6457, device='cuda:0')"
81,2.337273535950814,2.7037314673264823,"tensor(0.6230, device='cuda:0')","tensor(0.6321, device='cuda:0')"
82,2.3410030881357935,2.6876534124215445,"tensor(0.6237, device='cuda:0')","tensor(0.6342, device='cuda:0')"
83,2.336025497456289,2.692288984855016,"tensor(0.6286, device='cuda:0')","tensor(0.6461, device='cuda:0')"
84,2.3335020208605832,2.6640535394350686,"tensor(0.6289, device='cuda:0')","tensor(0.6438, device='cuda:0')"
85,2.334822938849889,2.6801647444566092,"tensor(0.6327, device='cuda:0')","tensor(0.6312, device='cuda:0')"
86,2.3415695045896143,2.6419196248054506,"tensor(0.6245, device='cuda:0')","tensor(0.6359, device='cuda:0')"
87,2.332556216210281,2.725188821554184,"tensor(0.6313, device='cuda:0')","tensor(0.6581, device='cuda:0')"
88,2.345631377066973,2.700636605421702,"tensor(0.6265, device='cuda:0')","tensor(0.6607, device='cuda:0')"
89,2.3498973099061247,2.689706494410833,"tensor(0.6256, device='cuda:0')","tensor(0.6366, device='cuda:0')"
90,2.33415913952447,2.6410243461529412,"tensor(0.6308, device='cuda:0')","tensor(0.6740, device='cuda:0')"
91,2.347879844625997,2.7095555464426675,"tensor(0.6216, device='cuda:0')","tensor(0.6412, device='cuda:0')"
92,2.3545425043204906,2.657090112566948,"tensor(0.6241, device='cuda:0')","tensor(0.6608, device='cuda:0')"
93,2.333648026298365,2.6944420635700226,"tensor(0.6323, device='cuda:0')","tensor(0.6538, device='cuda:0')"
94,2.325725189099709,2.688748170932134,"tensor(0.6354, device='cuda:0')","tensor(0.6469, device='cuda:0')"
95,2.3194131770899875,2.6851563354333243,"tensor(0.6378, device='cuda:0')","tensor(0.6503, device='cuda:0')"
96,2.3168174781947557,2.6929875314235687,"tensor(0.6393, device='cuda:0')","tensor(0.6494, device='cuda:0')"
97,2.33605443257742,2.7089575131734214,"tensor(0.6357, device='cuda:0')","tensor(0.6324, device='cuda:0')"
98,2.330755608687129,2.646003176768621,"tensor(0.6365, device='cuda:0')","tensor(0.6498, device='cuda:0')"
99,2.33249534473518,2.676376978556315,"tensor(0.6373, device='cuda:0')","tensor(0.6539, device='cuda:0')"
100,2.33261224457637,2.693695733944575,"tensor(0.6350, device='cuda:0')","tensor(0.6463, device='cuda:0')"
101,2.3300461559098,2.6937229235967,"tensor(0.6323, device='cuda:0')","tensor(0.6534, device='cuda:0')"
