epoch,train_loss,val_loss,train_ci,val_ci
0,2.7885100026204794,2.774195889631907,0.42865870059154193,0.4274736133714517
1,2.818660708906737,3.5126394828160605,0.5660254044236297,0.6145311097304026
2,2.7463533668320412,2.7750588754812875,0.6089365533287661,0.612993819018205
3,2.7265893017072136,2.9852009316285453,0.6252500786991317,0.6082544873158137
4,2.7326685711741447,2.720435013373693,0.6255839046401283,0.6535010213653246
5,2.7159322666998356,2.7350219984849296,0.6278732988809674,0.6592760955293974
6,2.392264347002296,2.9678455591201782,0.6117652473208818,0.6183247218529383
7,2.2668699118757494,3.5658072034517923,0.6037116229842981,0.6156094471613566
8,2.2581671822256375,3.6021824181079865,0.5997186191959084,0.5958278626203537
9,2.2437873677268545,3.5366901755332947,0.5926248806437062,0.6089119091629982
10,2.2383415949159335,3.9362150927384696,0.6163394838725965,0.6157001530130705
11,2.4486420173101475,2.7535787630081177,0.6159288579009358,0.642731339931488
12,2.376342294129683,2.8444321751594543,0.6385179007609274,0.635708453754584
13,2.3580056404202714,2.7513702313105264,0.6410714709079327,0.612284179776907
14,2.3542640882452535,2.718083361784617,0.6290668418988045,0.6379299573600292
15,2.3342012278156576,2.6960171858469644,0.6386933002447217,0.6373949646949768
16,2.3361616350826204,2.7189519306023917,0.6417588727461859,0.660260501007239
17,2.330194964927713,2.658428798119227,0.6440103711859549,0.6537892781198025
18,2.3258936232235765,2.6841823756694794,0.6486337663596158,0.6552038689454397
19,2.323187177045358,2.718245635430018,0.6442460847024473,0.6343491201599439
20,2.3210754938076197,2.685661882162094,0.646171268403839,0.6445860688885053
21,2.297751511316843,2.693197955687841,0.6601155092987989,0.6334386182328066
22,2.320130587859475,2.634030203819275,0.6529385039843426,0.6350622573494911
23,2.3128482066287894,2.6836066444714866,0.6535160736098808,0.642094207306703
24,2.3251440135926162,2.69670303662618,0.6530050148926868,0.6621808310349783
25,2.303323767345804,2.668881436189016,0.663759158065282,0.6447733752429485
26,2.302036311959973,2.6929085751374564,0.6601142024746831,0.6542290635406971
27,2.299426099906365,2.5842852425575256,0.6668348195962608,0.6412055802345276
28,2.3061965907793587,2.6371431400378547,0.661516951155786,0.6423893570899963
29,2.3013240407785602,2.7287802696228027,0.661218617555391,0.6457663774490356
30,2.2844246162651736,2.665656785170237,0.6726660686762221,0.6523187098403772
31,2.295945037831914,2.6699600219726562,0.6682577835772322,0.6596918180584908
32,2.28754697253667,2.699825475613276,0.6716690640220988,0.628633071978887
33,2.2908490914851427,2.689074079195658,0.6729971198365092,0.6550116029878458
34,2.273046789391671,2.6094600987434386,0.6819137393501756,0.6677288913726807
35,2.2875710139002825,2.6857186953226724,0.6728188819372592,0.6481643542647362
36,2.2756958304291564,2.6860587994257608,0.6780060444779964,0.6558305881917477
37,2.2795907011921543,2.675740569829941,0.6775337937119094,0.6457816883921623
38,2.26001115228228,2.719311088323593,0.6887766451724453,0.6558799731234709
39,2.2670271952535206,2.707919657230377,0.6830566533180098,0.6599060061077276
40,2.2654879889957646,2.6960617999235788,0.6826532362656272,0.655927495410045
41,2.2624399050529758,2.69744681318601,0.6873767497934826,0.6468062438070774
42,2.2760237591254278,2.6594727635383606,0.6771700430101681,0.6474497839808464
43,2.2473182548513067,2.705883572498957,0.6924143167975035,0.6429960218568643
44,2.2635646057870105,2.6868200103441873,0.6899331069980879,0.646059937775135
45,2.258900529362377,2.695276290178299,0.6844066390719439,0.6496856833497683
46,2.240586340736231,2.678697034716606,0.6980668434516136,0.6532314345240593
47,2.266553115350595,2.696073273817698,0.6787620890943498,0.6482385123769442
48,2.246935229227333,2.651540771126747,0.6978933879130863,0.6519700549542904
49,2.2619927676848177,2.6892228424549103,0.6882744185973944,0.6445860092838606
50,2.2380845942027827,2.7042880157629647,0.6992389139733783,0.6444253462056319
51,2.2610076579405236,2.684540937344233,0.6869666834260516,0.6547183009485403
52,2.2561093469975524,2.7290769716103873,0.6838011545529638,0.6566597583393255
